"event","date","city","state","killed","injured","total","day","month","year","yearmonth","source","citystate"
723649,2016-12-11,"Brooklyn","New York",4,0,4,"Sunday","12","2016","2016-12","Gun Violence Archive","New York-Brooklyn"
723643,2016-12-11,"Orlando (Pine Hills)","Florida",4,1,5,"Sunday","12","2016","2016-12","Gun Violence Archive","Florida-Orlando (Pine Hills)"
723292,2016-12-11,"Baltimore","Maryland",5,0,5,"Sunday","12","2016","2016-12","Gun Violence Archive","Maryland-Baltimore"
725338,2016-12-11,"Rocky Mount","North Carolina",4,0,4,"Sunday","12","2016","2016-12","Gun Violence Archive","North Carolina-Rocky Mount"
725323,2016-12-09,"Channelview","Texas",0,4,4,"Friday","12","2016","2016-12","Gun Violence Archive","Texas-Channelview"
722452,2016-12-09,"Fresno","California",4,0,4,"Friday","12","2016","2016-12","Gun Violence Archive","California-Fresno"
719128,2016-12-05,"Albuquerque","New Mexico",1,3,4,"Monday","12","2016","2016-12","Gun Violence Archive","New Mexico-Albuquerque"
717873,2016-12-03,"Los Angeles","California",6,0,6,"Saturday","12","2016","2016-12","Gun Violence Archive","California-Los Angeles"
476321,2015-12-31,"New Orleans","Louisiana",5,0,5,"Thursday","12","2015","2015-12","Gun Violence Archive","Louisiana-New Orleans"
473882,2015-12-27,"Jackson","Tennessee",4,0,4,"Sunday","12","2015","2015-12","Gun Violence Archive","Tennessee-Jackson"
472268,2015-12-26,"Philadelphia","Pennsylvania",4,0,4,"Saturday","12","2015","2015-12","Gun Violence Archive","Pennsylvania-Philadelphia"
471867,2015-12-25,"Jacksonville","Florida",4,0,4,"Friday","12","2015","2015-12","Gun Violence Archive","Florida-Jacksonville"
471860,2015-12-25,"Mobile","Alabama",4,0,4,"Friday","12","2015","2015-12","Gun Violence Archive","Alabama-Mobile"
469468,2015-12-21,"San Leandro","California",4,0,4,"Monday","12","2015","2015-12","Gun Violence Archive","California-San Leandro"
468968,2015-12-20,"Wilmington","North Carolina",4,1,5,"Sunday","12","2015","2015-12","Gun Violence Archive","North Carolina-Wilmington"
469614,2015-12-20,"North Miami Beach","Florida",4,0,4,"Sunday","12","2015","2015-12","Gun Violence Archive","Florida-North Miami Beach"
468787,2015-12-19,"Miami","Florida",4,1,5,"Saturday","12","2015","2015-12","Gun Violence Archive","Florida-Miami"
464665,2015-12-13,"Los Angeles","California",3,1,4,"Sunday","12","2015","2015-12","Gun Violence Archive","California-Los Angeles"
464945,2015-12-13,"Huntington Beach","California",4,0,4,"Sunday","12","2015","2015-12","Gun Violence Archive","California-Huntington Beach"
465117,2015-12-12,"Lovejoy (Brooklyn)","Illinois",3,1,4,"Saturday","12","2015","2015-12","Gun Violence Archive","Illinois-Lovejoy (Brooklyn)"
464002,2015-12-12,"Savannah","Georgia",4,0,4,"Saturday","12","2015","2015-12","Gun Violence Archive","Georgia-Savannah"
463642,2015-12-11,"Baltimore","Maryland",3,1,4,"Friday","12","2015","2015-12","Gun Violence Archive","Maryland-Baltimore"
463734,2015-12-11,"Pittsburgh","Pennsylvania",4,0,4,"Friday","12","2015","2015-12","Gun Violence Archive","Pennsylvania-Pittsburgh"
461476,2015-12-08,"Cincinnati","Ohio",3,1,4,"Tuesday","12","2015","2015-12","Gun Violence Archive","Ohio-Cincinnati"
460049,2015-12-06,"Raceland","Louisiana",3,1,4,"Sunday","12","2015","2015-12","Gun Violence Archive","Louisiana-Raceland"
460386,2015-12-06,"Omaha","Nebraska",3,2,5,"Sunday","12","2015","2015-12","Gun Violence Archive","Nebraska-Omaha"
456893,2015-12-02,"San Bernardino","California",19,14,33,"Wednesday","12","2015","2015-12","Gun Violence Archive","California-San Bernardino"
457037,2015-12-02,"Savannah","Georgia",3,1,4,"Wednesday","12","2015","2015-12","Gun Violence Archive","Georgia-Savannah"
455394,2015-11-29,"Kankakee","Illinois",5,0,5,"Sunday","11","2015","2015-11","Gun Violence Archive","Illinois-Kankakee"
454059,2015-11-27,"Colorado Springs","Colorado",9,3,12,"Friday","11","2015","2015-11","Gun Violence Archive","Colorado-Colorado Springs"
455684,2015-11-27,"Sacramento","California",2,2,4,"Friday","11","2015","2015-11","Gun Violence Archive","California-Sacramento"
454788,2015-11-24,"Conway","South Carolina",4,0,4,"Tuesday","11","2015","2015-11","Gun Violence Archive","South Carolina-Conway"
452120,2015-11-23,"Minneapolis","Minnesota",5,0,5,"Monday","11","2015","2015-11","Gun Violence Archive","Minnesota-Minneapolis"
271363,2014-12-29,"New Orleans","Louisiana",4,0,4,"Monday","12","2014","2014-12","Gun Violence Archive","Louisiana-New Orleans"
269679,2014-12-27,"Los Angeles","California",3,1,4,"Saturday","12","2014","2014-12","Gun Violence Archive","California-Los Angeles"
270036,2014-12-27,"Sacramento","California",4,0,4,"Saturday","12","2014","2014-12","Gun Violence Archive","California-Sacramento"
269167,2014-12-26,"East St. Louis","Illinois",3,1,4,"Friday","12","2014","2014-12","Gun Violence Archive","Illinois-East St. Louis"
268598,2014-12-24,"Saint Louis","Missouri",3,1,4,"Wednesday","12","2014","2014-12","Gun Violence Archive","Missouri-Saint Louis"
267792,2014-12-23,"Winchester","Kentucky",3,1,4,"Tuesday","12","2014","2014-12","Gun Violence Archive","Kentucky-Winchester"
268282,2014-12-22,"Detroit","Michigan",3,1,4,"Monday","12","2014","2014-12","Gun Violence Archive","Michigan-Detroit"
282186,2014-12-22,"Webster","New York",2,3,5,"Monday","12","2014","2014-12","Gun Violence Archive","New York-Webster"
267721,2014-12-22,"Chicago","Illinois",5,0,5,"Monday","12","2014","2014-12","Gun Violence Archive","Illinois-Chicago"
266570,2014-12-21,"Sarasota","Florida",2,2,4,"Sunday","12","2014","2014-12","Gun Violence Archive","Florida-Sarasota"
268910,2014-12-21,"Waynesboro","Mississippi",4,1,5,"Sunday","12","2014","2014-12","Gun Violence Archive","Mississippi-Waynesboro"
266424,2014-12-21,"Calumet City","Illinois",8,1,9,"Sunday","12","2014","2014-12","Gun Violence Archive","Illinois-Calumet City"
266407,2014-12-20,"Rockford","Illinois",0,4,4,"Saturday","12","2014","2014-12","Gun Violence Archive","Illinois-Rockford"
264901,2014-12-16,"Elizabeth","New Jersey",4,0,4,"Tuesday","12","2014","2014-12","Gun Violence Archive","New Jersey-Elizabeth"
263556,2014-12-15,"Lansdale","Pennsylvania",0,6,6,"Monday","12","2014","2014-12","Gun Violence Archive","Pennsylvania-Lansdale"
263376,2014-12-14,"Miami","Florida",4,1,5,"Sunday","12","2014","2014-12","Gun Violence Archive","Florida-Miami"
263382,2014-12-13,"Tampa","Florida",5,0,5,"Saturday","12","2014","2014-12","Gun Violence Archive","Florida-Tampa"
262202,2014-12-12,"Portland","Oregon",4,0,4,"Friday","12","2014","2014-12","Gun Violence Archive","Oregon-Portland"
259935,2014-12-07,"South Bend","Indiana",4,0,4,"Sunday","12","2014","2014-12","Gun Violence Archive","Indiana-South Bend"
227011,2014-12-02,"Saint Louis","Missouri",3,1,4,"Tuesday","12","2014","2014-12","Gun Violence Archive","Missouri-Saint Louis"
226983,2014-12-02,"Newport News","Virginia",5,0,5,"Tuesday","12","2014","2014-12","Gun Violence Archive","Virginia-Newport News"
226534,2014-11-30,"Chattanooga","Tennessee",5,0,5,"Sunday","11","2014","2014-11","Gun Violence Archive","Tennessee-Chattanooga"
226388,2014-11-30,"Brooklyn","New York",4,0,4,"Sunday","11","2014","2014-11","Gun Violence Archive","New York-Brooklyn"
225903,2014-11-29,"Atlanta","Georgia",2,3,5,"Saturday","11","2014","2014-11","Gun Violence Archive","Georgia-Atlanta"
226150,2014-11-29,"Newark","New Jersey",3,1,4,"Saturday","11","2014","2014-11","Gun Violence Archive","New Jersey-Newark"
2872340,2024-04-05,"North Little Rock","Arkansas",3,1,4,"Friday","04","2024","2024-04","Gun Violence Archive","Arkansas-North Little Rock"
2868907,2024-04-01,"Eastpointe","Michigan",4,0,4,"Monday","04","2024","2024-04","Gun Violence Archive","Michigan-Eastpointe"
2867279,2024-03-31,"Nashville","Tennessee",5,1,6,"Sunday","03","2024","2024-03","Gun Violence Archive","Tennessee-Nashville"
2867514,2024-03-31,"Chicago","Illinois",3,1,4,"Sunday","03","2024","2024-03","Gun Violence Archive","Illinois-Chicago"
2866851,2024-03-31,"Chicago","Illinois",4,1,5,"Sunday","03","2024","2024-03","Gun Violence Archive","Illinois-Chicago"
2867670,2024-03-31,"Jackson","Mississippi",4,0,4,"Sunday","03","2024","2024-03","Gun Violence Archive","Mississippi-Jackson"
2867139,2024-03-31,"Dublin","Georgia",5,2,7,"Sunday","03","2024","2024-03","Gun Violence Archive","Georgia-Dublin"
2867883,2024-03-31,"Jackson","Mississippi",3,1,4,"Sunday","03","2024","2024-03","Gun Violence Archive","Mississippi-Jackson"
2868697,2024-03-31,"Paris","Texas",4,0,4,"Sunday","03","2024","2024-03","Gun Violence Archive","Texas-Paris"
2868563,2024-03-31,"Saint Petersburg","Florida",4,0,4,"Sunday","03","2024","2024-03","Gun Violence Archive","Florida-Saint Petersburg"
2866832,2024-03-30,"Indianapolis","Indiana",7,0,7,"Saturday","03","2024","2024-03","Gun Violence Archive","Indiana-Indianapolis"
2866920,2024-03-30,"Bridgeport","Connecticut",2,2,4,"Saturday","03","2024","2024-03","Gun Violence Archive","Connecticut-Bridgeport"
2865719,2024-03-29,"Mobile","Alabama",2,2,4,"Friday","03","2024","2024-03","Gun Violence Archive","Alabama-Mobile"
2865779,2024-03-29,"Detroit","Michigan",5,0,5,"Friday","03","2024","2024-03","Gun Violence Archive","Michigan-Detroit"
2864257,2024-03-27,"Houston","Texas",3,1,4,"Wednesday","03","2024","2024-03","Gun Violence Archive","Texas-Houston"
2862335,2024-03-25,"Pompano Beach","Florida",3,1,4,"Monday","03","2024","2024-03","Gun Violence Archive","Florida-Pompano Beach"
2860902,2024-03-24,"Indianapolis","Indiana",5,0,5,"Sunday","03","2024","2024-03","Gun Violence Archive","Indiana-Indianapolis"
2859623,2024-03-22,"New Orleans","Louisiana",2,2,4,"Friday","03","2024","2024-03","Gun Violence Archive","Louisiana-New Orleans"
2855294,2024-03-17,"Washington","District of Columbia",5,2,7,"Sunday","03","2024","2024-03","Gun Violence Archive","District of Columbia-Washington"
2854765,2024-03-16,"Euclid","Ohio",5,0,5,"Saturday","03","2024","2024-03","Gun Violence Archive","Ohio-Euclid"
2854542,2024-03-16,"Indianapolis","Indiana",5,1,6,"Saturday","03","2024","2024-03","Gun Violence Archive","Indiana-Indianapolis"
2855051,2024-03-16,"El Paso","Texas",3,1,4,"Saturday","03","2024","2024-03","Gun Violence Archive","Texas-El Paso"
2855735,2024-03-16,"Manteca","California",4,0,4,"Saturday","03","2024","2024-03","Gun Violence Archive","California-Manteca"
2855474,2024-03-16,"Montgomery","Alabama",3,1,4,"Saturday","03","2024","2024-03","Gun Violence Archive","Alabama-Montgomery"
2853374,2024-03-14,"Memphis","Tennessee",3,1,4,"Thursday","03","2024","2024-03","Gun Violence Archive","Tennessee-Memphis"
2771255,2023-12-05,"Austin","Texas",3,6,9,"Tuesday","12","2023","2023-12","Gun Violence Archive","Texas-Austin"
2770296,2023-12-04,"Lugoff","South Carolina",4,1,5,"Monday","12","2023","2023-12","Gun Violence Archive","South Carolina-Lugoff"
2769819,2023-12-03,"Dallas","Texas",1,4,5,"Sunday","12","2023","2023-12","Gun Violence Archive","Texas-Dallas"
2769728,2023-12-03,"Houston","Texas",3,1,4,"Sunday","12","2023","2023-12","Gun Violence Archive","Texas-Houston"
2770132,2023-12-03,"Vancouver","Washington",0,4,4,"Sunday","12","2023","2023-12","Gun Violence Archive","Washington-Vancouver"
2769880,2023-12-02,"Columbus","Ohio",4,0,4,"Saturday","12","2023","2023-12","Gun Violence Archive","Ohio-Columbus"
2770501,2023-12-02,"Cleveland","Ohio",4,0,4,"Saturday","12","2023","2023-12","Gun Violence Archive","Ohio-Cleveland"
2769181,2023-12-02,"Fresno","California",2,2,4,"Saturday","12","2023","2023-12","Gun Violence Archive","California-Fresno"
2769379,2023-12-02,"Aurora","Colorado",4,0,4,"Saturday","12","2023","2023-12","Gun Violence Archive","Colorado-Aurora"
2769574,2023-12-02,"Mccomb","Mississippi",5,0,5,"Saturday","12","2023","2023-12","Gun Violence Archive","Mississippi-Mccomb"
2768663,2023-12-01,"Las Vegas","Nevada",3,2,5,"Friday","12","2023","2023-12","Gun Violence Archive","Nevada-Las Vegas"
2767813,2023-11-29,"Lexington","North Carolina",5,0,5,"Wednesday","11","2023","2023-11","Gun Violence Archive","North Carolina-Lexington"
2767246,2023-11-29,"Chicago","Illinois",3,1,4,"Wednesday","11","2023","2023-11","Gun Violence Archive","Illinois-Chicago"
2764105,2023-11-26,"Winston Salem (Winston-salem)","North Carolina",4,0,4,"Sunday","11","2023","2023-11","Gun Violence Archive","North Carolina-Winston Salem (Winston-salem)"
2764540,2023-11-26,"Los Angeles","California",0,4,4,"Sunday","11","2023","2023-11","Gun Violence Archive","California-Los Angeles"
2766505,2023-11-25,"Fontana","California",1,3,4,"Saturday","11","2023","2023-11","Gun Violence Archive","California-Fontana"
2763545,2023-11-23,"Memphis","Tennessee",4,0,4,"Thursday","11","2023","2023-11","Gun Violence Archive","Tennessee-Memphis"
2762964,2023-11-23,"Decatur","Georgia",4,0,4,"Thursday","11","2023","2023-11","Gun Violence Archive","Georgia-Decatur"
2762712,2023-11-23,"Chicago","Illinois",5,0,5,"Thursday","11","2023","2023-11","Gun Violence Archive","Illinois-Chicago"
2762803,2023-11-22,"Lumberton","North Carolina",6,0,6,"Wednesday","11","2023","2023-11","Gun Violence Archive","North Carolina-Lumberton"
2762681,2023-11-22,"Goodman","Mississippi",3,1,4,"Wednesday","11","2023","2023-11","Gun Violence Archive","Mississippi-Goodman"
2761566,2023-11-21,"Philadelphia","Pennsylvania",5,2,7,"Tuesday","11","2023","2023-11","Gun Violence Archive","Pennsylvania-Philadelphia"
2760537,2023-11-20,"Fairborn (Beavercreek)","Ohio",4,0,4,"Monday","11","2023","2023-11","Gun Violence Archive","Ohio-Fairborn (Beavercreek)"
2760730,2023-11-20,"Westcliffe","Colorado",1,3,4,"Monday","11","2023","2023-11","Gun Violence Archive","Colorado-Westcliffe"
2759654,2023-11-19,"Port Arthur","Texas",5,0,5,"Sunday","11","2023","2023-11","Gun Violence Archive","Texas-Port Arthur"
2477404,2022-12-08,"New Orleans","Louisiana",4,0,4,"Thursday","12","2022","2022-12","Gun Violence Archive","Louisiana-New Orleans"
2475554,2022-12-06,"Bronx","New York",4,0,4,"Tuesday","12","2022","2022-12","Gun Violence Archive","New York-Bronx"
2475546,2022-12-06,"Macon","Georgia",1,3,4,"Tuesday","12","2022","2022-12","Gun Violence Archive","Georgia-Macon"
2474143,2022-12-04,"Zion","Illinois",5,0,5,"Sunday","12","2022","2022-12","Gun Violence Archive","Illinois-Zion"
2472924,2022-12-01,"San Antonio","Texas",4,0,4,"Thursday","12","2022","2022-12","Gun Violence Archive","Texas-San Antonio"
2471298,2022-11-30,"Lake Charles","Louisiana",8,0,8,"Wednesday","11","2022","2022-11","Gun Violence Archive","Louisiana-Lake Charles"
2468642,2022-11-30,"Mobile","Alabama",4,0,4,"Wednesday","11","2022","2022-11","Gun Violence Archive","Alabama-Mobile"
2469354,2022-11-27,"Tallahassee","Florida",4,1,5,"Sunday","11","2022","2022-11","Gun Violence Archive","Florida-Tallahassee"
2468894,2022-11-27,"New Orleans","Louisiana",5,0,5,"Sunday","11","2022","2022-11","Gun Violence Archive","Louisiana-New Orleans"
2468745,2022-11-26,"Atlanta","Georgia",4,2,6,"Saturday","11","2022","2022-11","Gun Violence Archive","Georgia-Atlanta"
2468325,2022-11-26,"Chicago","Illinois",2,2,4,"Saturday","11","2022","2022-11","Gun Violence Archive","Illinois-Chicago"
2468162,2022-11-25,"Atlanta","Georgia",0,0,0,"Friday","11","2022","2022-11","Gun Violence Archive","Georgia-Atlanta"
2467661,2022-11-24,"Houston","Texas",2,2,4,"Thursday","11","2022","2022-11","Gun Violence Archive","Texas-Houston"
2467743,2022-11-24,"Costa Mesa","California",4,1,5,"Thursday","11","2022","2022-11","Gun Violence Archive","California-Costa Mesa"
2466835,2022-11-23,"Temple Hills","Maryland",4,0,4,"Wednesday","11","2022","2022-11","Gun Violence Archive","Maryland-Temple Hills"
2466431,2022-11-23,"Philadelphia","Pennsylvania",4,0,4,"Wednesday","11","2022","2022-11","Gun Violence Archive","Pennsylvania-Philadelphia"
2465761,2022-11-22,"Chesapeake","Virginia",6,6,12,"Tuesday","11","2022","2022-11","Gun Violence Archive","Virginia-Chesapeake"
2465213,2022-11-22,"West Palm Beach","Florida",2,2,4,"Tuesday","11","2022","2022-11","Gun Violence Archive","Florida-West Palm Beach"
2464943,2022-11-20,"Hennessey","Oklahoma",1,4,5,"Sunday","11","2022","2022-11","Gun Violence Archive","Oklahoma-Hennessey"
2464272,2022-11-20,"Dallas","Texas",4,0,4,"Sunday","11","2022","2022-11","Gun Violence Archive","Texas-Dallas"
2463465,2022-11-19,"Colorado Springs","Colorado",19,5,24,"Saturday","11","2022","2022-11","Gun Violence Archive","Colorado-Colorado Springs"
2464352,2022-11-19,"Washington Park","Illinois",3,1,4,"Saturday","11","2022","2022-11","Gun Violence Archive","Illinois-Washington Park"
2463882,2022-11-19,"Philadelphia","Mississippi",6,1,7,"Saturday","11","2022","2022-11","Gun Violence Archive","Mississippi-Philadelphia"
2462457,2022-11-18,"Richmond","Virginia",0,4,4,"Friday","11","2022","2022-11","Gun Violence Archive","Virginia-Richmond"
2459150,2022-11-13,"Charlottesville","Virginia",2,3,5,"Sunday","11","2022","2022-11","Gun Violence Archive","Virginia-Charlottesville"
2190367,2021-12-12,"Tampa","Florida",5,0,5,"Sunday","12","2021","2021-12","Gun Violence Archive","Florida-Tampa"
2187990,2021-12-12,"Baytown","Texas",13,1,14,"Sunday","12","2021","2021-12","Gun Violence Archive","Texas-Baytown"
2188066,2021-12-12,"Woodbridge","Virginia",4,0,4,"Sunday","12","2021","2021-12","Gun Violence Archive","Virginia-Woodbridge"
2187027,2021-12-11,"River Grove","Illinois",3,1,4,"Saturday","12","2021","2021-12","Gun Violence Archive","Illinois-River Grove"
2186517,2021-12-10,"Lansing","Michigan",3,1,4,"Friday","12","2021","2021-12","Gun Violence Archive","Michigan-Lansing"
2187077,2021-12-10,"Orlando","Florida",5,0,5,"Friday","12","2021","2021-12","Gun Violence Archive","Florida-Orlando"
2186696,2021-12-10,"Charlotte","North Carolina",5,0,5,"Friday","12","2021","2021-12","Gun Violence Archive","North Carolina-Charlotte"
2186858,2021-12-09,"Capitol Heights","Maryland",4,0,4,"Thursday","12","2021","2021-12","Gun Violence Archive","Maryland-Capitol Heights"
